merchant,category,amt,trans_date_trans_time,first,last
Beauty Supply Store,personal_care,31.69,2019-01-01 13:33:01,Terrance,Mckinney
CVS Pharmacy Medicine,health_fitness,14.22,2019-01-01 13:34:32,Linda,Davis
Old Navy Clothing,shopping_pos,8.35,2019-01-01 13:34:41,Dustin,Roberts
Zara Clothing,shopping_pos,4.29,2019-01-01 13:35:03,Jessica,Werner
Personal Grooming,personal_care,4.66,2019-01-01 13:35:06,Amanda,Adams
Zappos Shoes,shopping_net,1.97,2019-01-01 13:35:22,Travis,Hayes
Personal Grooming,personal_care,7.49,2019-01-01 13:35:58,Michael,Olson
Fitness Membership,health_fitness,12.89,2019-01-01 13:36:09,Erin,Chavez
Bed Bath Beyond,home,8.02,2019-01-01 13:36:24,David,Wolfe
Venmo Transfer,misc_net,52.34,2019-01-01 13:36:40,Antonio,Koch
Disney Plus,entertainment,59.29,2019-01-01 13:37:31,Mary,Pruitt
Utilities Bill,home,48.73,2019-01-01 13:37:38,Joseph,Nixon
Olive Garden Restaurant,food_dining,130.77,2019-01-01 13:37:40,Alicia,Hawkins
Walgreens Prescription,health_fitness,5.49,2019-01-01 13:37:48,Candice,Brown
Home Loan,home,20.86,2019-01-01 13:38:14,James,Cooper
Beauty Supply Store,personal_care,71.32,2019-01-01 13:38:43,Robert,Long
Hair Salon Cut,personal_care,73.32,2019-01-01 13:39:20,Louis,Fisher
Home Repair,home,92.5,2019-01-01 13:40:29,William,Thompson
Dunkin Donuts,food_dining,6.98,2019-01-01 13:41:25,Eddie,Mendez
Etsy Handmade,shopping_net,23.25,2019-01-01 13:42:15,Jenna,Brooks
Salon Services,personal_care,11.51,2019-01-01 13:43:03,Wayne,Payne
TGI Fridays,food_dining,34.69,2019-01-01 13:43:24,Lori,Bishop
Car Insurance,misc_pos,7.28,2019-01-01 13:43:35,Rachel,Lowe
Hospital Bill,health_fitness,36.35,2019-01-01 13:43:54,Brandon,Bridges
Child Care,kids_pets,52.41,2019-01-01 13:44:51,Stanley,Mayo
Medical Appointment,health_fitness,74.89,2019-01-01 13:45:06,Vicki,Mendoza
School Supplies,kids_pets,68.81,2019-01-01 13:45:15,Richard,Brown
Bank Fee,misc_pos,8.52,2019-01-01 13:45:23,Sharon,Johnson
Nail Salon Manicure,personal_care,6.61,2019-01-01 13:46:05,Cassandra,Nunez
Panera Bread,food_dining,9.84,2019-01-01 13:46:09,Tina,Zimmerman
PetSmart,kids_pets,69.36,2019-01-01 13:46:14,Kenneth,Doyle
Hardware Store,misc_pos,3.61,2019-01-01 13:46:20,James,Stephens
Home Depot Store,home,14.13,2019-01-01 13:46:31,Lauren,Torres
Planet Fitness Gym,health_fitness,25.45,2019-01-01 13:47:04,Jennifer,Carrillo
Rent Payment,home,94.79,2019-01-01 13:47:38,Robert,Evans
Macys Department,shopping_pos,66.21,2019-01-01 13:47:51,Amy,Daugherty
Menards Hardware,home,18.48,2019-01-01 13:48:43,Cristian,Jones
School Supplies,kids_pets,65.96,2019-01-01 13:49:05,Monica,Cohen
Eye Doctor Visit,personal_care,30.11,2019-01-01 13:49:17,Alice,Kemp
Food 4 Less,grocery_pos,67.58,2019-01-01 13:50:06,Shannon,Williams
Dentist Appointment,personal_care,51.74,2019-01-01 13:50:34,Tara,Campbell
Child Care,kids_pets,31.98,2019-01-01 13:51:05,Thomas,Jenkins
House Maintenance,home,19.16,2019-01-01 13:51:23,Amber,Perez
Target Store,shopping_pos,13.02,2019-01-01 13:52:01,Joanne,Williams
Hair Salon Cut,personal_care,87.91,2019-01-01 13:52:50,Cristian,Jones
Best Buy Electronics,shopping_pos,8.82,2019-01-01 13:53:24,Teresa,Stein
Gold Gym Membership,health_fitness,68.01,2019-01-01 13:54:09,Brian,Williams
AMC Movie Theater,entertainment,7.18,2019-01-01 13:55:03,Mckenzie,Brooks
Donut Shop,food_dining,53.57,2019-01-01 13:55:11,Thomas,Cross
Restaurant Dinner,food_dining,8.74,2019-01-01 13:55:38,Jennifer,Black
Lawn Care Service,home,3.12,2019-01-01 13:57:13,Meredith,Ayala
Target Toys,kids_pets,23.45,2019-01-01 13:57:31,Mark,Rivera
Baby Store Purchase,kids_pets,28.26,2019-01-01 13:58:27,Ashley,Blanchard
Bowling Alley,entertainment,61.87,2019-01-01 13:58:28,Daniel,Boyd
Hair Salon Cut,personal_care,7.91,2019-01-01 13:58:36,Michael,Gross
Doctor Visit,health_fitness,49.91,2019-01-01 13:59:15,Vincent,Mueller
Spotify Premium,entertainment,41.88,2019-01-01 13:59:58,Helen,Campbell
Car Insurance,misc_pos,8.55,2019-01-01 14:00:28,Juan,Sherman
Hertz Car Rental,travel,4.54,2019-01-01 14:00:35,Lisa,Lowe
Hardware Store,home,21.15,2019-01-01 14:00:39,Samuel,Sandoval
Arcade Games,entertainment,98.12,2019-01-01 14:01:04,Michelle,Johnston
Massage Therapy,personal_care,4.98,2019-01-01 14:02:32,David,Kirby
Victoria Secret,shopping_pos,4.12,2019-01-01 14:02:55,Rachel,Daniels
Regal Cinemas,entertainment,75.65,2019-01-01 14:03:23,Andrew,Patterson
Baby Store Purchase,kids_pets,27.55,2019-01-01 14:04:13,Vicki,Mendoza
Gold Gym Membership,health_fitness,5.65,2019-01-01 14:05:20,Sally,Moore
Car Loan Payment,misc_pos,1.9,2019-01-01 14:05:23,Christina,Eaton
Overstock Online,shopping_net,3.07,2019-01-01 14:05:38,Candice,Brown
Disney Plus,entertainment,91.81,2019-01-01 14:06:26,David,Miller
Nordstrom Online,shopping_net,5.73,2019-01-01 14:06:31,William,Fitzgerald
Gold Gym Membership,health_fitness,41.95,2019-01-01 14:07:06,Beth,Lambert
Applebees Grill,food_dining,64.83,2019-01-01 14:07:13,Jennifer,Spencer
Beauty Supply Store,personal_care,192.65,2019-01-01 14:07:51,Margaret,Williams
PetSmart,kids_pets,73.93,2019-01-01 14:08:47,Amanda,Smith
Electric Bill,home,26.07,2019-01-01 14:09:41,Michael,Garner
Homeowners Association,home,34.89,2019-01-01 14:10:04,Catherine,Weber
Veterinarian Visit,kids_pets,14.69,2019-01-01 14:11:41,Jessica,Jordan
Paint Store,home,16.4,2019-01-01 14:11:55,Robert,Martinez
Digital Download,misc_net,45.69,2019-01-01 14:12:15,Jason,Singh
Hospital Bill,health_fitness,10.85,2019-01-01 14:13:13,Angela,White
Zappos Shoes,shopping_net,2.62,2019-01-01 14:13:16,Dustin,Roberts
Miscellaneous Purchase,misc_pos,6.76,2019-01-01 14:13:20,Kristen,Allen
Victoria Secret,shopping_pos,3.21,2019-01-01 14:13:22,Kendra,King
TJ Maxx,shopping_pos,5.18,2019-01-01 14:13:37,John,Myers
Home Improvement,home,41.46,2019-01-01 14:13:46,Dale,Smith
Gaming Subscription,entertainment,25.09,2019-01-01 14:14:17,Bryce,Joseph
Amusement Park,entertainment,40.75,2019-01-01 14:14:18,Andrew,Mcgee
Online Shopping,shopping_net,9.62,2019-01-01 14:14:39,Sabrina,Johnson
Food Truck,food_dining,1.57,2019-01-01 14:14:45,Gina,Grimes
YouTube Premium,entertainment,67.86,2019-01-01 14:15:19,Hayden,Sanders
Pet Care,kids_pets,316.87,2019-01-01 14:15:24,Krystal,Gamble
Water Bill,home,79.52,2019-01-01 14:15:26,William,Skinner
Target Toys,kids_pets,38.45,2019-01-01 14:16:27,Margaret,Mendez
Physical Therapy,health_fitness,14.89,2019-01-01 14:16:29,Kimberly,Gonzalez
PetSmart,kids_pets,47.61,2019-01-01 14:16:55,Jeffrey,Smith
Beauty Supply Store,personal_care,26.77,2019-01-01 14:16:58,Jerry,Robinson
Concert Tickets,entertainment,93.89,2019-01-01 14:17:26,Barbara,Lowe
Amazon Prime Video,entertainment,109.49,2019-01-01 14:17:57,Tara,Campbell
Walmart Online,shopping_net,304.13,2019-01-01 14:20:33,Sara,Harris
Netflix Subscription,entertainment,75.88,2019-01-01 14:20:47,Jeffery,Brown
Yoga Studio Class,health_fitness,2.44,2019-01-01 14:21:24,Dalton,Jones
Domain Registration,misc_net,130.9,2019-01-01 14:22:33,Amber,Lewis
Nordstrom Online,shopping_net,3.49,2019-01-01 14:22:44,Jessica,Ward
Bakery,food_dining,61.27,2019-01-01 14:22:57,Ronald,White
Walgreens Prescription,health_fitness,96.86,2019-01-01 14:23:28,Melissa,Krause
Mortgage Payment,home,181.45,2019-01-01 14:24:18,Ronald,Carson
KFC Chicken,food_dining,1.54,2019-01-01 14:24:34,Cheryl,Morgan
Pet Grooming Service,kids_pets,84.46,2019-01-01 14:24:58,Rick,Martinez
Netflix Subscription,entertainment,60.93,2019-01-01 14:25:29,Jennifer,Scott
Convenience Store,misc_pos,108.54,2019-01-01 14:25:35,Carrie,Washington
IKEA Furniture,home,14.78,2019-01-01 14:25:58,Angela,White
Diaper Purchase,kids_pets,32.16,2019-01-01 14:26:45,Richard,Brown
Fitness Membership,health_fitness,1.75,2019-01-01 14:27:50,Teresa,Clark
Personal Trainer,health_fitness,9.69,2019-01-01 14:27:55,Billy,Gallagher
Zara Clothing,shopping_pos,3.09,2019-01-01 14:28:08,Charles,Robles
Day Spa,personal_care,200.49,2019-01-01 14:28:26,Barbara,Norman
Post Office,misc_pos,12.8,2019-01-01 14:28:34,Christian,Johns
Etsy Handmade,shopping_net,3.73,2019-01-01 14:31:02,Jason,Farmer
Beauty Supply Store,personal_care,36.37,2019-01-01 14:31:16,Julia,Bell
Variety Store,misc_pos,427.99,2019-01-01 14:32:29,Antonio,Koch
JCPenney,shopping_pos,2.23,2019-01-01 14:33:01,Richard,Brown
PetSmart,kids_pets,42.52,2019-01-01 14:33:20,Sabrina,Nolan
Health Checkup,health_fitness,76.7,2019-01-01 14:33:32,Dylan,Bonilla
Home Depot Store,home,29.35,2019-01-01 14:33:36,Justin,Fowler
Taco Bell,food_dining,31.19,2019-01-01 14:34:11,Gina,Gomez
School Supplies,kids_pets,19.07,2019-01-01 14:35:11,Crystal,Fuller
Daycare Payment,kids_pets,28.6,2019-01-01 14:35:50,Tanya,Dickerson
Taco Bell,food_dining,36.31,2019-01-01 14:36:19,Nathan,Stewart
Electrician Work,home,13.01,2019-01-01 14:36:23,Kevin,Walters
Utilities Bill,home,19.0,2019-01-01 14:36:30,Laura,Johns
Applebees Grill,food_dining,24.27,2019-01-01 14:38:16,Diane,Jackson
Enterprise Rental,travel,6.56,2019-01-01 14:38:20,Monica,Lane
Chipotle Mexican,food_dining,50.74,2019-01-01 14:38:38,Christopher,Castaneda
Eye Doctor Visit,personal_care,62.67,2019-01-01 14:39:45,Vincent,Waller
Zara Clothing,shopping_pos,127.32,2019-01-01 14:39:52,Cheryl,Morgan
Nail Salon Manicure,personal_care,2.81,2019-01-01 14:39:55,Donna,Moreno
Electric Bill,home,29.5,2019-01-01 14:40:01,Jeffrey,Smith
Donut Shop,food_dining,5.24,2019-01-01 14:40:13,Jessica,Ward
Kids Activities,kids_pets,149.21,2019-01-01 14:40:14,Sheila,Baker
Fashion Retail,shopping_pos,4.0,2019-01-01 14:40:43,Lindsay,Wilson
Chipotle Mexican,food_dining,36.6,2019-01-01 14:41:02,Antonio,Koch
CVS Pharmacy Medicine,health_fitness,38.82,2019-01-01 14:41:18,Teresa,Clark
Barber Shop,personal_care,55.49,2019-01-01 14:42:54,Ashley,Cabrera
Fitness Membership,health_fitness,24.04,2019-01-01 14:43:17,Kyle,Wilkinson
Apple Music,entertainment,74.63,2019-01-01 14:43:44,Guy,Thompson
School Supplies,kids_pets,16.98,2019-01-01 14:44:32,Laura,Johns
Pet Care,kids_pets,29.35,2019-01-01 14:45:12,David,Rodriguez
Dunkin Donuts,food_dining,57.44,2019-01-01 14:45:24,Michael,Orozco
Booking Hotel,travel,2.48,2019-01-01 14:46:35,Erik,Stevens
Walgreens Prescription,health_fitness,39.8,2019-01-01 14:46:56,Gary,Barnes
Barber Shop,personal_care,8.39,2019-01-01 14:46:57,Monique,Martin
Physical Therapy,health_fitness,122.82,2019-01-01 14:47:54,Kimberly,Rice
Beauty Treatment,personal_care,13.5,2019-01-01 14:47:58,Kristin,Williams
Hospital Bill,health_fitness,55.51,2019-01-01 14:48:05,Kimberly,Martin
JCPenney,shopping_pos,7.91,2019-01-01 14:48:36,Shelby,Mitchell
Etsy Handmade,shopping_net,3.82,2019-01-01 14:48:37,Charles,Carrillo
McDonalds Restaurant,food_dining,71.36,2019-01-01 14:48:53,Mark,Wood
Sports Game Tickets,entertainment,48.95,2019-01-01 14:49:35,Jasmine,Wade
Zappos Shoes,shopping_net,7.46,2019-01-01 14:49:46,Ana,Howell
Hulu Streaming,entertainment,1.6,2019-01-01 14:50:34,Amanda,Smith
Wendys Restaurant,food_dining,1.62,2019-01-01 14:50:55,Janet,Turner
House Rent,home,27.4,2019-01-01 14:50:58,Maureen,Garza
Olive Garden Restaurant,food_dining,89.8,2019-01-01 14:51:46,Connie,Carroll
Medical Appointment,health_fitness,121.51,2019-01-01 14:52:40,Richard,Barnes
Variety Store,misc_pos,438.76,2019-01-01 14:53:18,Robert,Evans
Kohls Department,shopping_pos,183.68,2019-01-01 14:54:18,Carrie,Washington
Utilities Bill,home,74.35,2019-01-01 14:54:21,Jamie,Carr
Cloud Storage Fee,misc_net,115.91,2019-01-01 14:54:40,Amber,Lewis
Marshall Store,shopping_pos,26.22,2019-01-01 14:55:10,Maria,Garcia
Planet Fitness Gym,health_fitness,145.0,2019-01-01 14:55:44,Morgan,Murray
Ice Cream Shop,food_dining,5.32,2019-01-01 14:55:57,Joel,Rivera
Rent Payment,home,31.81,2019-01-01 14:56:56,Valerie,Clark
Fast Food,food_dining,16.72,2019-01-01 14:57:21,Jessica,Garcia
Ulta Beauty,personal_care,16.25,2019-01-01 14:57:28,Mark,Brown
Local Restaurant,food_dining,51.77,2019-01-01 14:58:14,David,Wolfe
Walmart Online,shopping_net,6.06,2019-01-01 14:58:33,Thomas,Sullivan
School Supplies,kids_pets,69.86,2019-01-01 14:59:22,Kimberly,Webb
Pet Food,kids_pets,8.33,2019-01-01 14:59:39,Bryan,Miller
Sephora Cosmetics,personal_care,140.48,2019-01-01 14:59:57,Corey,Jones
Eye Doctor Visit,personal_care,101.52,2019-01-01 15:00:07,Debbie,Hughes
Menards Hardware,home,75.33,2019-01-01 15:00:28,Gail,Weaver
Barber Shop,personal_care,16.32,2019-01-01 15:00:42,Christine,Best
Child Care,kids_pets,63.92,2019-01-01 15:00:55,Carl,Hernandez
Beauty Treatment,personal_care,64.21,2019-01-01 15:01:03,Robin,Smith
Beauty Supply Store,personal_care,9.39,2019-01-01 15:01:17,Jodi,Foster
Planet Fitness Gym,health_fitness,101.77,2019-01-01 15:01:27,Erin,Chavez
TJ Maxx,shopping_pos,126.78,2019-01-01 15:01:28,Stanley,Mayo
Clothing Store,shopping_pos,6.39,2019-01-01 15:01:33,Michael,Fisher
Marriott Hotel Stay,travel,7.36,2019-01-01 15:01:39,Phillip,Delacruz
Target Store,shopping_pos,283.62,2019-01-01 15:02:05,Margaret,Ray
Wendys Restaurant,food_dining,7.62,2019-01-01 15:02:07,Michael,Gross
Target Store,shopping_pos,9.17,2019-01-01 15:02:31,Anna,Logan
Bakery,food_dining,63.08,2019-01-01 15:02:37,Joseph,Davis
Pet Grooming Service,kids_pets,26.85,2019-01-01 15:03:02,Alice,Kemp
Flight Ticket,travel,508.97,2019-01-01 15:03:08,Michael,Flores
Coffee Shop,food_dining,348.97,2019-01-01 15:03:09,Teresa,Stein
Local Restaurant,food_dining,40.17,2019-01-01 15:03:30,Meredith,Ayala
Petco Pet Store,kids_pets,33.3,2019-01-01 15:04:03,Mary,Pruitt
Veterinarian Visit,kids_pets,3.18,2019-01-01 15:04:50,Elizabeth,Maxwell
Apple Music,entertainment,83.08,2019-01-01 15:05:27,Matthew,Myers
Personal Grooming,personal_care,194.34,2019-01-01 15:07:08,Lindsay,Wilson
Delta Airlines Flight,travel,469.2,2019-01-01 15:07:15,David,Bonilla
Kohls Department,shopping_pos,1.28,2019-01-01 15:07:32,Steven,Walters
Student Loan Payment,misc_pos,4.52,2019-01-01 15:08:03,Carol,Dillon
Hilton Hotel,travel,8.47,2019-01-01 15:08:17,Diana,Jacobs
Delta Airlines Flight,travel,8.85,2019-01-01 15:08:53,Diane,Jackson
Salon Services,personal_care,39.7,2019-01-01 15:08:57,Margaret,Lam
Sports Game Tickets,entertainment,78.51,2019-01-01 15:09:17,Jack,Hill
Zappos Shoes,shopping_net,6.5,2019-01-01 15:10:04,Danielle,Evans
Massage Therapy,personal_care,29.27,2019-01-01 15:10:27,Ashley,Lopez
Salon Services,personal_care,65.09,2019-01-01 15:10:47,Ryan,Joseph
Baby Store Purchase,kids_pets,74.62,2019-01-01 15:11:19,Linda,Davis
Home Depot Store,home,1.11,2019-01-01 15:11:55,Kayla,Obrien
Water Bill,home,77.34,2019-01-01 15:12:09,Peter,Caldwell
Web Hosting,misc_net,126.38,2019-01-01 15:12:44,Scott,Fuller
Best Buy Electronics,shopping_pos,7.11,2019-01-01 15:12:45,Eddie,Mendez
Coffee Shop,food_dining,41.2,2019-01-01 15:12:57,Adam,Stark
Burger King,food_dining,73.43,2019-01-01 15:13:08,Paul,Wade
Credit Card Payment,misc_pos,8.96,2019-01-01 15:14:01,Erica,Briggs
Internet Order,shopping_net,19.45,2019-01-01 15:14:36,Donna,Moreno
Marriott Hotel Stay,travel,3.11,2019-01-01 15:15:00,Laura,Casey
Target Toys,kids_pets,56.67,2019-01-01 15:15:05,Amanda,Smith
Internet Bill,home,18.13,2019-01-01 15:15:33,Christie,Williamson
Personal Trainer,health_fitness,14.74,2019-01-01 15:16:02,Martin,Ford
Kids Activities,kids_pets,35.73,2019-01-01 15:16:04,Angela,Taylor
Rent Payment,home,13.1,2019-01-01 15:16:08,Daniel,Briggs
Fashion Retail,shopping_pos,3.54,2019-01-01 15:17:02,Sarah,Clark
Home Goods Store,home,33.6,2019-01-01 15:17:13,Casey,Howell
Walmart Online,shopping_net,178.85,2019-01-01 15:17:21,Gail,Weaver
Disney Plus,entertainment,32.21,2019-01-01 15:17:48,Gary,Hall
Baby Store Purchase,kids_pets,13.62,2019-01-01 15:18:03,Anna,Logan
IKEA Furniture,home,5.95,2019-01-01 15:18:29,Donna,Moreno
E-commerce Purchase,shopping_net,7.84,2019-01-01 15:19:00,Stephen,Marshall
Lawn Care Service,home,30.94,2019-01-01 15:19:03,Tammy,Davis
Diaper Purchase,kids_pets,32.23,2019-01-01 15:20:16,Kelsey,Richards
Home Improvement,home,19.62,2019-01-01 15:20:42,Rita,Myers
Circle K,misc_pos,7.95,2019-01-01 15:20:56,Scott,Martin
Bowling Alley,entertainment,157.47,2019-01-01 15:21:13,Julian,Price
Home Loan,home,66.81,2019-01-01 15:21:21,Erik,Stevens
Child Care,kids_pets,102.59,2019-01-01 15:21:32,Robert,Williams
Web Store,shopping_net,4.65,2019-01-01 15:21:33,Ashley,Cabrera
PetSmart,kids_pets,21.86,2019-01-01 15:21:56,Curtis,Young
Baby Store Purchase,kids_pets,50.31,2019-01-01 15:23:11,Julie,Johnson
Gaming Subscription,entertainment,20.84,2019-01-01 15:23:39,Christopher,Ortega
Hair Salon Cut,personal_care,62.47,2019-01-01 15:23:47,James,Bishop
Miscellaneous Purchase,misc_pos,8.64,2019-01-01 15:23:51,Tyler,Wright
Salon Services,personal_care,13.07,2019-01-01 15:24:51,Carolyn,Perez
Olive Garden Restaurant,food_dining,98.07,2019-01-01 15:25:08,David,Nichols
TGI Fridays,food_dining,22.83,2019-01-01 15:25:28,Mary,Juarez
Menards Hardware,home,119.24,2019-01-01 15:27:03,Kristina,Lewis
Target Toys,kids_pets,92.48,2019-01-01 15:27:33,Stephanie,Gill
Beauty Treatment,personal_care,6.29,2019-01-01 15:27:54,Jeffrey,Rice
Rent Payment,home,45.85,2019-01-01 15:27:59,Carolyn,Thomas
Macys Online,shopping_net,4.1,2019-01-01 15:28:19,Rebecca,Obrien
Home Loan,home,36.32,2019-01-01 15:28:34,Ann,Lawson
House Rent,home,39.17,2019-01-01 15:29:57,Scott,Sullivan
Sephora Cosmetics,personal_care,23.28,2019-01-01 15:31:15,Carolyn,Perez
PetSmart,kids_pets,56.58,2019-01-01 15:31:16,Vicki,Mendoza
Department Store,shopping_pos,2.05,2019-01-01 15:31:44,Tina,Zimmerman
Homeowners Association,home,94.21,2019-01-01 15:31:51,Daniel,Jones
Target Store,shopping_pos,149.44,2019-01-01 15:32:05,Omar,Gay
eBay Buy,shopping_net,2.76,2019-01-01 15:33:12,Charles,Robles
Child Care,kids_pets,57.89,2019-01-01 15:33:42,Lauren,Torres
Macys Online,shopping_net,103.72,2019-01-01 15:33:44,Barbara,Nelson
Barber Shop,personal_care,16.28,2019-01-01 15:33:46,Carol,Dillon
IKEA Furniture,home,26.82,2019-01-01 15:34:14,Rachel,Lowe
Water Bill,home,80.42,2019-01-01 15:34:34,Debra,Stark
Wendys Restaurant,food_dining,17.71,2019-01-01 15:35:04,David,Wolfe
Apple Music,entertainment,79.04,2019-01-01 15:35:26,Anthony,Allen
American Airlines,travel,3.42,2019-01-01 15:35:34,Michael,Francis
Arcade Games,entertainment,44.03,2019-01-01 15:35:34,Samuel,Frey
Amazon Prime Video,entertainment,3.43,2019-01-01 15:35:36,Margaret,Williams
Veterinarian Visit,kids_pets,2.87,2019-01-01 15:36:27,Monique,Martin
Property Tax,home,67.5,2019-01-01 15:36:45,Jennifer,Black
Amusement Park,entertainment,10.08,2019-01-01 15:38:10,Dawn,Cox
Planet Fitness Gym,health_fitness,118.71,2019-01-01 15:38:16,Frank,Foster
Eye Doctor Visit,personal_care,179.59,2019-01-01 15:38:39,Jennifer,Jones
Ulta Beauty,personal_care,9.33,2019-01-01 15:38:41,Ruth,Fuller
Target Store,shopping_pos,8.76,2019-01-01 15:38:56,Robert,Haynes
JCPenney,shopping_pos,6.28,2019-01-01 15:39:07,Dorothy,Thomas
United Airlines,travel,2.13,2019-01-01 15:39:20,Mark,Allen
Clothing Store,shopping_pos,51.09,2019-01-01 15:39:36,Timothy,Simmons
IKEA Furniture,home,43.59,2019-01-01 15:39:55,Roberta,Mccarthy
Hair Salon Cut,personal_care,71.42,2019-01-01 15:40:04,Jeff,Elliott
Doctor Visit,health_fitness,74.0,2019-01-01 15:41:01,James,Lynch
Wendys Restaurant,food_dining,8.08,2019-01-01 15:41:25,John,Myers
Department Store,shopping_pos,9.56,2019-01-01 15:41:57,Nathan,Mendoza
Target Toys,kids_pets,176.48,2019-01-01 15:42:08,Mark,Allen
Beauty Treatment,personal_care,19.03,2019-01-01 15:42:49,Linda,Davis
School Supplies,kids_pets,60.61,2019-01-01 15:42:53,Laura,Casey
Eye Doctor Visit,personal_care,1.46,2019-01-01 15:43:29,Samuel,Sandoval
Entertainment Venue,entertainment,77.85,2019-01-01 15:43:36,Charles,Carrillo
Mini Golf,entertainment,70.32,2019-01-01 15:43:46,Paul,Wade
Fitness Membership,health_fitness,125.91,2019-01-01 15:43:58,Charles,Robles
Electronics Store,shopping_pos,94.81,2019-01-01 15:44:19,Jessica,Ward
Home Goods Store,home,21.08,2019-01-01 15:44:51,Michael,Fisher
Holiday Inn,travel,5.33,2019-01-01 15:45:22,Nicholas,Tran
Burger King,food_dining,16.17,2019-01-01 15:46:30,Kayla,Sutton
Barber Shop,personal_care,44.09,2019-01-01 15:46:40,Ashley,Lopez
Pet Food,kids_pets,25.48,2019-01-01 15:47:11,James,Greene
H&M Fashion,shopping_pos,1.03,2019-01-01 15:47:27,Danielle,Yu
Fitness Membership,health_fitness,186.19,2019-01-01 15:47:40,Jamie,Robinson
Flight Ticket,travel,6.36,2019-01-01 15:47:40,Kayla,Obrien
Sephora Cosmetics,personal_care,111.13,2019-01-01 15:47:50,Ryan,Cook
Starbucks Coffee,food_dining,2.89,2019-01-01 15:47:56,Jason,Singh
Cleaning Service,home,85.65,2019-01-01 15:48:18,Wayne,Marsh
Nail Salon Manicure,personal_care,4.19,2019-01-01 15:48:20,Megan,Bernard
Gaming Subscription,entertainment,72.23,2019-01-01 15:48:32,Morgan,Murray
Dentist Appointment,personal_care,46.93,2019-01-01 15:48:41,Donna,Moreno
Daycare Payment,kids_pets,48.08,2019-01-01 15:48:46,Peter,Caldwell
Amazon Prime Video,entertainment,22.46,2019-01-01 15:49:19,Tyler,Wright
Starbucks Coffee,food_dining,19.06,2019-01-01 15:49:28,Kevin,Elliott
eBay Buy,shopping_net,17.86,2019-01-01 15:51:03,Janet,Carpenter
CVS Pharmacy,misc_pos,9.77,2019-01-01 15:51:15,Rebecca,Farley
H&M Fashion,shopping_pos,5.23,2019-01-01 15:51:20,Mark,Wood
Red Lobster,food_dining,41.38,2019-01-01 15:51:49,Marcia,Molina
Diner Breakfast,food_dining,58.85,2019-01-01 15:51:57,Kathy,Hughes
E-commerce Purchase,shopping_net,3.99,2019-01-01 15:53:23,Stacy,Lambert
Veterinarian Visit,kids_pets,63.1,2019-01-01 15:53:59,Felicia,Mckee
Best Buy Electronics,shopping_pos,776.98,2019-01-01 15:54:32,Jennifer,Black
Concert Tickets,entertainment,9.6,2019-01-01 15:54:35,Helen,Campbell
JCPenney,shopping_pos,137.64,2019-01-01 15:54:46,Matthew,Myers
Menards Hardware,home,33.18,2019-01-01 15:55:04,Angela,Ross
Chipotle Mexican,food_dining,17.13,2019-01-01 15:55:51,Pamela,Lewis
Child Care,kids_pets,29.25,2019-01-01 15:56:08,Thomas,Jenkins
Pet Food,kids_pets,21.13,2019-01-01 15:56:09,April,Johnson
Rent Payment,home,1.65,2019-01-01 15:56:41,Susan,Garcia
Forever 21,shopping_pos,217.73,2019-01-01 15:56:51,Christina,Rose
Baby Store Purchase,kids_pets,31.24,2019-01-01 15:57:21,David,Miller
